recommendation_id,game,verdict,excerpt,source_url
221344241,digging-a-hole,negative,Ending ruins it,https://steamcommunity.com/profiles/76561198094303854/recommended/3244220/
221303948,digging-a-hole,negative,Is this a game about digging a hole? Absolutely. No arguments there. Is this game fairly engaging through,https://steamcommunity.com/profiles/76561198072542042/recommended/3244220/
221190829,digging-a-hole,negative,Nice game but extremely short,https://steamcommunity.com/profiles/76561199240982577/recommended/3244220/
221007891,digging-a-hole,negative,better in videos,https://steamcommunity.com/profiles/76561199657133237/recommended/3244220/
220459877,digging-a-hole,negative,ive always wanted to play this game. as a left handed individual i like to use IKJL instead,https://steamcommunity.com/profiles/76561198729795419/recommended/3244220/
220346246,digging-a-hole,negative,short,https://steamcommunity.com/profiles/76561198040967546/recommended/3244220/
220222689,digging-a-hole,negative,"The ending was amusing, I'll give it that. But I wish there were more upgrades or they were",https://steamcommunity.com/profiles/76561198089878936/recommended/3244220/
220180131,digging-a-hole,negative,"At first this game looks fun, but honestly even just after a few minutes this got really boring.",https://steamcommunity.com/profiles/76561198262174619/recommended/3244220/
219912670,digging-a-hole,negative,this is so bad,https://steamcommunity.com/profiles/76561198747897318/recommended/3244220/
219792462,digging-a-hole,negative,"Can't remap controls, refunded.",https://steamcommunity.com/profiles/76561197993210399/recommended/3244220/
219692358,digging-a-hole,negative,its a good game but doesnt account for ppl i have gotten stuck blowing up and not findng,https://steamcommunity.com/profiles/76561199794987438/recommended/3244220/
219410857,digging-a-hole,negative,Only one map it's fun while you are doing it for the first time but it grows on,https://steamcommunity.com/profiles/76561199090042438/recommended/3244220/
218806303,digging-a-hole,negative,One of the games of all time. Wish I would've spent my 2 hours and $3 on something,https://steamcommunity.com/profiles/76561198068137829/recommended/3244220/
218600487,digging-a-hole,negative,not fun,https://steamcommunity.com/profiles/76561199771212076/recommended/3244220/
218466966,digging-a-hole,negative,"No clever mechanics, barely any story, no surprises, truly nothing more to expect than the title, but even",https://steamcommunity.com/profiles/76561198271733388/recommended/3244220/
218411340,digging-a-hole,negative,"Beat it in under 2 hours, $5 is a bit much for that little content.",https://steamcommunity.com/profiles/76561197968208825/recommended/3244220/
218344175,digging-a-hole,negative,way too quick to beat for its price.,https://steamcommunity.com/profiles/76561199558259726/recommended/3244220/
217610927,digging-a-hole,negative,"I knew what type of game this was, I wasn't expecting anything ground breaking(hah), just wanted something relaxing,",https://steamcommunity.com/profiles/76561198072556596/recommended/3244220/
217491649,digging-a-hole,negative,an hour in and you already have everything unlocked.,https://steamcommunity.com/profiles/76561198802418911/recommended/3244220/
217400211,digging-a-hole,negative,"Not worth your time. But if you choose to play it anyway, at least you won’t lose too",https://steamcommunity.com/profiles/76561197997017526/recommended/3244220/
217335712,digging-a-hole,negative,I think the game needs an accessibility feature where you can just hold click instead of needing to,https://steamcommunity.com/profiles/76561198139440386/recommended/3244220/
217272042,digging-a-hole,negative,"Played for a while, its fun enough. Unfortunately, the game tends to get crash/get stuck on loading screens",https://steamcommunity.com/profiles/76561197981845282/recommended/3244220/
217159946,digging-a-hole,negative,The pointlessness of the ending (especially being an ending where something you have to avoid is still what,https://steamcommunity.com/profiles/76561198064362166/recommended/3244220/
217129641,digging-a-hole,negative,Moles. Do not recommend.,https://steamcommunity.com/profiles/76561197989673946/recommended/3244220/
217025446,digging-a-hole,negative,"although its cheap its still not worth it imo, it can be beaten within an hour and the",https://steamcommunity.com/profiles/76561198055616522/recommended/3244220/
216719186,digging-a-hole,negative,Boring,https://steamcommunity.com/profiles/76561198101566174/recommended/3244220/
216670371,digging-a-hole,negative,"I honestly regret buying this game. I’ve only played it once or twice, and that was more than",https://steamcommunity.com/profiles/76561198875970163/recommended/3244220/
216581764,digging-a-hole,negative,I beat it in 40 minutes and after there is not really a point in playing... alsooo the,https://steamcommunity.com/profiles/76561199576829505/recommended/3244220/
216561078,digging-a-hole,negative,Pretty boring and literally like 1.5 hrs of gameplay total. $6 is too much for this,https://steamcommunity.com/profiles/76561199376161800/recommended/3244220/
216128429,digging-a-hole,negative,"The title is honest. Nothing particularly ""wrong"" with it, but just not my cup of tea. I found",https://steamcommunity.com/profiles/76561198040266597/recommended/3244220/
216054924,digging-a-hole,negative,"Once you get too deep, there are mole creatures, and they eat you and the equipment you and",https://steamcommunity.com/profiles/76561198240596238/recommended/3244220/
215961386,digging-a-hole,negative,Not sure what i was expecting but not that...,https://steamcommunity.com/profiles/76561199794313508/recommended/3244220/
215884683,digging-a-hole,negative,no gambling,https://steamcommunity.com/profiles/76561199684497718/recommended/3244220/
215867551,digging-a-hole,negative,"This game came highly recommended, and it was overwhelmingly mid. I kept waiting for the game to show",https://steamcommunity.com/profiles/76561197999168377/recommended/3244220/
215822402,digging-a-hole,negative,"Not worth it, even at $5. Simple games can be a lot of fun, but this one manages",https://steamcommunity.com/profiles/76561198157568769/recommended/3244220/
215656366,digging-a-hole,negative,"its defiantly for some people, i love digging games but gyatt damn that ending was not worth the",https://steamcommunity.com/profiles/76561199132266214/recommended/3244220/
215549884,digging-a-hole,negative,The fun part is really short. Progression is limited. UI is laggy. And the end part is dissapointing,https://steamcommunity.com/profiles/76561198867485969/recommended/3244220/
215441313,digging-a-hole,negative,Not bad for a 2 hour game. Though forcing a 30 minute speedrun achievement made me not want,https://steamcommunity.com/profiles/76561198046121019/recommended/3244220/
215042631,digging-a-hole,negative,"Buggy and laggy, what should be an enjoyable experience into a masure of fustration. Tnt clipping through things,",https://steamcommunity.com/profiles/76561198364404052/recommended/3244220/
215036237,digging-a-hole,negative,llllllllll,https://steamcommunity.com/profiles/76561198794341576/recommended/3244220/
214880299,digging-a-hole,negative,not worth it,https://steamcommunity.com/profiles/76561198255600093/recommended/3244220/
214844483,digging-a-hole,negative,"The game play is solid, loking achievements in game plus is advanced stupid. 8/10 before, 4/10 after.",https://steamcommunity.com/profiles/76561198017353885/recommended/3244220/
214700402,digging-a-hole,negative,"Didn't particularly like or dislike it. The ending was terrible as many other reviews would also imply, due",https://steamcommunity.com/profiles/76561198967655473/recommended/3244220/
214552716,digging-a-hole,negative,"I rarely give negative reviews, and this isn't a full throated negative review, rather a warning. For what",https://steamcommunity.com/profiles/76561197988803613/recommended/3244220/
213952712,digging-a-hole,positive,Its pretty good but after the main story there's almost no reason to play.,https://steamcommunity.com/profiles/76561199540420960/recommended/3244220/
217969381,digging-a-hole,positive,"As an archaeologist, I can't not be intrigued by digging holes. I was glad to not see the",https://steamcommunity.com/profiles/76561197995228160/recommended/3244220/
220215942,digging-a-hole,positive,"Fun, simple and relaxing little game about.. literally digging a hole! Dig, find rocks, sell them, upgrade your",https://steamcommunity.com/profiles/76561198263092255/recommended/3244220/
222382282,digging-a-hole,positive,Very satisfying short game with an interesting ending. Worth a few dollars if you are looking for a,https://steamcommunity.com/profiles/76561198106019270/recommended/3244220/
215710545,digging-a-hole,positive,If you're the sort of person that could get possessed mining block after block of obsidian then this,https://steamcommunity.com/profiles/76561197968658621/recommended/3244220/
224643039,digging-a-hole,positive,"really fun game, but wish it could have more content. although, even if it was short, i still",https://steamcommunity.com/profiles/76561199467126257/recommended/3244220/
219801263,digging-a-hole,positive,"Great cozy game or ""Dad core"" as i have been told. You get a house, you dig. Sounds",https://steamcommunity.com/profiles/76561198045701821/recommended/3244220/
207929926,digging-a-hole,positive,It has that Minecraft tranquillity when you put on a livestream/podcast on while mindlessly digging around your backyard,https://steamcommunity.com/profiles/76561199387434371/recommended/3244220/
206666740,digging-a-hole,positive,"fun game, very chill to play. wish there was a little more to the game though, more upgrades,",https://steamcommunity.com/profiles/76561199043645550/recommended/3244220/
207623803,digging-a-hole,positive,"For $5 I feel conflicted about A Game About Digging A Hole. On one hand, it's a novel",https://steamcommunity.com/profiles/76561198280991070/recommended/3244220/
225849029,digging-a-hole,positive,"I think it's pretty fun and satisfying, however my biggest complaint is that you can only get two",https://steamcommunity.com/profiles/76561198059811454/recommended/3244220/
205967352,digging-a-hole,positive,"It's fun, it's cheap, not a huge fan of the bits after digging but it's fun and it's",https://steamcommunity.com/profiles/76561198165233250/recommended/3244220/
231564314,digging-a-hole,positive,"I LOVED this game. I knew going in that I was going to have a pretty good time,",https://steamcommunity.com/profiles/76561199012625095/recommended/3244220/
229760419,digging-a-hole,positive,"Short but cheap , story light and simple satisfying gameplay. Sometimes you just want a game where you",https://steamcommunity.com/profiles/76561198045236620/recommended/3244220/
212777644,digging-a-hole,positive,It's a game about digging a hole and eventually falling into what you think is another cave and,https://steamcommunity.com/profiles/76561198346441660/recommended/3244220/
231446584,digging-a-hole,positive,"I love how cozy this game is. Very short one playtrough, but still enjoyable. Best game so u",https://steamcommunity.com/profiles/76561198038825047/recommended/3244220/
213647749,digging-a-hole,positive,"very good, short a little bit, but it's ok",https://steamcommunity.com/profiles/76561197992559960/recommended/3244220/
223332005,digging-a-hole,positive,"One of those games where I really wish there was more here, because I didn't want it to",https://steamcommunity.com/profiles/76561197996952421/recommended/3244220/
226709062,digging-a-hole,positive,Really fun game. The long fall achievement felt too tedious after completing the game first while removing every,https://steamcommunity.com/profiles/76561198015261565/recommended/3244220/
228362506,digging-a-hole,positive,"For the price of a coffee, one can get an awesome little game. This is a decently made",https://steamcommunity.com/profiles/76561199182757615/recommended/3244220/
